u,v,osmid_edge,name,real_distance_m,real_duration_s,real_speed_kmh,timestamp
81805393,11950483412,684766067,Phố Tây Sơn,15,14,3.857142857142857,2025-11-27 06:53:46.697971
81805393,1884765798,9964551,,927,225,14.832,2025-11-27 06:53:47.048040
81806535,1497544749,711106356,,38,8,17.1,2025-11-27 06:53:47.304342
81806535,5707161153,711106357,Phố Khâm Thiên,289,132,7.881818181818182,2025-11-27 06:53:47.493323
98026475,6677338241,1185723922,,614,113,19.561061946902655,2025-11-27 06:53:47.755667
98027697,4599745018,464925870,Phố Tôn Thất Tùng,31,13,8.584615384615384,2025-11-27 06:53:47.944698
98027697,7985603138,1158120935,Đường Trường Chinh,36,14,9.257142857142858,2025-11-27 06:53:48.208876
98027697,10130533953,1158120938,Phố Tôn Thất Tùng,721,312,8.319230769230769,2025-11-27 06:53:48.469344
98031401,6661055810,708944664,Phố Hoàng Cầu,0,10,0.0,2025-11-27 06:53:48.672491
98031401,8823455179,1298270940,Đường La Thành,273,72,13.65,2025-11-27 06:53:48.853681
98035472,309816683,705810326,Phố Huỳnh Thúc Kháng,722,172,15.111627906976747,2025-11-27 06:53:49.107557
98035472,12816414547,947077255,Phố Huỳnh Thúc Kháng,898,234,13.815384615384616,2025-11-27 06:53:49.279877
98035472,5718916293,947077256,Đường Nguyễn Chí Thanh,41,11,13.418181818181818,2025-11-27 06:53:49.455988
98041254,420456615,704701607,Đường Nguyễn Chí Thanh,13,5,9.360000000000001,2025-11-27 06:53:49.638266
98041254,420522002,38031007,Đường Láng,34,5,24.48,2025-11-27 06:53:49.829670
98041257,98041849,701426453,Đường Nguyễn Khang,29,13,8.03076923076923,2025-11-27 06:53:50.021189
98041257,5710673974,601999040,Đường Nguyễn Khang,22,4,19.8,2025-11-27 06:53:50.209849
98041257,5710673979,973485821,Đường Trần Duy Hưng,27,4,24.3,2025-11-27 06:53:50.446618
98041849,98041257,701426453,Đường Nguyễn Khang,29,6,17.4,2025-11-27 06:53:50.617644
98041849,5718871870,25953686,Đường Nguyễn Ngọc Vũ,21,4,18.900000000000002,2025-11-27 06:53:50.851330
98041849,733429120,"[701426458, 701436157, 37380383]","['Đường Nguyễn Chí Thanh', 'Đường Trần Duy Hưng', 'Cầu Trung Hòa']",65,32,7.3125,2025-11-27 06:53:51.027009
98041851,98041254,962493733,Đường Láng,1047,302,12.480794701986756,2025-11-27 06:53:51.262562
98041851,2084132002,1199890907,Đường Nguyễn Chí Thanh,38,6,22.8,2025-11-27 06:53:51.524975
98042270,309816682,770260028,,618,139,16.005755395683455,2025-11-27 06:53:51.717600
98042270,6677300866,"[929552585, 711526157, 711526158]",Đường Nguyễn Chí Thanh,296,70,15.222857142857144,2025-11-27 06:53:51.891985
106078638,6587651051,707852065,Đường Trần Duy Hưng,50,5,36.0,2025-11-27 06:53:52.056361
106078638,442990465,158632061,Phố Trung Kính,50,7,25.714285714285715,2025-11-27 06:53:52.296619
106108917,2174649904,219976145,Phố Võ Văn Dũng,39,13,10.8,2025-11-27 06:53:52.490188
106108917,2176926218,"[1266449985, 707362060, 179990709, 884156407]",Phố Hoàng Cầu,590,80,26.55,2025-11-27 06:53:52.672178
106111364,6644672135,707072728,Phố Thái Hà,127,17,26.894117647058824,2025-11-27 06:53:52.862631
106111364,446030797,"[711362080, 711368897, 709017803, 711362081]",Phố Thái Hà,932,203,16.52807881773399,2025-11-27 06:53:53.107451
283139229,444875375,1411417355,Đường Nguyễn Ngọc Vũ,20,15,4.8,2025-11-27 06:53:53.358817
283139229,5718871870,25953686,Đường Nguyễn Ngọc Vũ,779,167,16.792814371257485,2025-11-27 06:53:53.594337
283139229,6650982900,885892454,Đường Lê Văn Lương,45,5,32.4,2025-11-27 06:53:53.781386
283139237,5206119178,218427624,Phố Giáp Nhất,527,97,19.55876288659794,2025-11-27 06:53:54.024697
283139237,2188036136,707829406,Đường Nguyễn Ngọc Vũ,1422,292,17.53150684931507,2025-11-27 06:53:54.221319
308728680,1314203102,707341164,Đường La Thành,17,11,5.5636363636363635,2025-11-27 06:53:54.406172
308728680,310729950,"[701841904, 836957204, 710203072]",Đường La Thành,868,242,12.912396694214877,2025-11-27 06:53:54.592549
308728680,2289997644,1297912943,Phố Láng Hạ,129,24,19.35,2025-11-27 06:53:54.830438
309595522,6666479030,885892451,,29,14,7.457142857142858,2025-11-27 06:53:55.072987
309685730,6677300866,760742215,Đường La Thành,29,10,10.44,2025-11-27 06:53:55.304068
309685730,2195296719,"[711355912, 1226392801, 1226392034, 1173606571]",Đường La Thành,681,130,18.85846153846154,2025-11-27 06:53:55.531561
309685730,309816682,"[705815121, 780188830]",Đường Nguyễn Chí Thanh,304,56,19.542857142857144,2025-11-27 06:53:55.657478
309816682,98042270,770260028,,26,8,11.700000000000001,2025-11-27 06:53:55.844958
309816682,5718916274,"[705815120, 684048069, 705815510]",Đường Nguyễn Chí Thanh,308,55,20.16,2025-11-27 06:53:56.032203
309816683,98035472,705810326,Phố Huỳnh Thúc Kháng,166,72,8.299999999999999,2025-11-27 06:53:56.224560
309816683,10296445822,1199890905,Phố Huỳnh Thúc Kháng,901,256,12.6703125,2025-11-27 06:53:56.393170
309816683,10296445824,1199890906,Đường Nguyễn Chí Thanh,35,8,15.75,2025-11-27 06:53:56.616438
310729950,6677364041,760742218,,89,39,8.215384615384615,2025-11-27 06:53:56.807490
310729950,6677300866,1237451479,Đường La Thành,39,28,5.014285714285714,2025-11-27 06:53:56.992455
317366886,444501629,208366047,Phố Hoàng Đạo Thúy,21,13,5.815384615384616,2025-11-27 06:53:57.173850
317366886,4540453399,"[711526328, 1139127114, 1158361669, 710360126]",Đường Lê Văn Lương,775,162,17.222222222222225,2025-11-27 06:53:57.344661
317778303,427847910,37801728,Phố Hoàng Đạo Thúy,20,12,6.0,2025-11-27 06:53:57.595220
317778303,5716477056,953158813,Đường Trần Duy Hưng,332,40,29.880000000000003,2025-11-27 06:53:57.769627
319490613,1104490487,219978235,,926,133,25.06466165413534,2025-11-27 06:53:57.955322
420456583,6621078251,974551789,Đường Láng,90,13,24.923076923076923,2025-11-27 06:53:58.197243
420456583,13023100793,"[1121868210, 1121868211, 37765274]",Cầu Cót,86,24,12.9,2025-11-27 06:53:58.383980
420456595,10965136434,1180635861,,14,21,2.4,2025-11-27 06:53:58.618939
420456595,4541071715,"[1121703580, 704967125, 704967126]",Đường Láng,299,80,13.455,2025-11-27 06:53:58.799957
420456615,733429120,701450363,Đường Láng,30,7,15.428571428571429,2025-11-27 06:53:58.925505
420456615,98041257,"[37380136, 684048062, 701426455]","['Đường Nguyễn Chí Thanh', 'Đường Trần Duy Hưng', 'Cầu Trung Hòa']",67,30,8.040000000000001,2025-11-27 06:53:59.103786
420456683,5710231827,35972592,Phố Cầu Mới,565,187,10.877005347593583,2025-11-27 06:53:59.296885
420456683,5206119178,"[537687400, 537687398, 537687399]",Cầu Giáp Nhất,71,18,14.200000000000001,2025-11-27 06:53:59.533332
420456683,1878932244,1012665676,Đường Láng,141,23,22.069565217391304,2025-11-27 06:53:59.768897
420457653,11107112923,35841479,Đường Cầu Giấy,300,44,24.545454545454547,2025-11-27 06:53:59.962473
420460217,1878921396,597543673,,1790,463,13.91792656587473,2025-11-27 06:54:00.289141
420460217,4004297090,961861920,Đường Láng,75,86,3.1395348837209305,2025-11-27 06:54:00.535741
420522002,6587550954,38031007,Đường Láng,74,9,29.599999999999998,2025-11-27 06:54:00.752242
421080868,4961341856,599146719,Phố Xã Đàn,32,12,9.6,2025-11-27 06:54:00.977922
421080868,12357580645,687098302,Phố Tôn Đức Thắng,410,166,8.891566265060241,2025-11-27 06:54:01.154222
427847910,2291072476,953158816,Đường Trần Duy Hưng,15,4,13.5,2025-11-27 06:54:01.323219
427847910,1495030951,1242935512,Phố Hoàng Đạo Thúy,36,6,21.6,2025-11-27 06:54:01.508032
428673752,421080868,710298222,Phố Tôn Đức Thắng,314,132,8.563636363636364,2025-11-27 06:54:01.688695
428673752,2291064324,964868047,Phố Xã Đàn,50,12,15.000000000000002,2025-11-27 06:54:01.868909
436383687,5710222987,"[705485362, 705487902]",Đường Khuất Duy Tiến,159,24,23.85,2025-11-27 06:54:02.110332
436388447,2295384939,220414069,,15,10,5.4,2025-11-27 06:54:02.279232
436388447,309685730,808984103,Đường Nguyễn Chí Thanh,93,34,9.847058823529412,2025-11-27 06:54:02.461468
442990465,106078638,158632061,Phố Trung Kính,427,75,20.496000000000002,2025-11-27 06:54:02.655262
442990465,6687964478,158632061,Phố Trung Kính,686,188,13.136170212765958,2025-11-27 06:54:02.824545
442990465,6587651051,701450362,,31,6,18.6,2025-11-27 06:54:02.942225
442993523,13023100794,1292662269,Đường Nguyễn Khang,361,64,20.306250000000002,2025-11-27 06:54:03.171700
444394912,2701184883,397016323,,1934,383,18.178590078328984,2025-11-27 06:54:03.351487
444394912,4538405026,457741982,,106,15,25.44,2025-11-27 06:54:03.583269
444394912,5716537702,709368689,Đường Khuất Duy Tiến,60,40,5.4,2025-11-27 06:54:03.822437
444398125,444393381,37871458,Phố Hoàng Đạo Thúy,97,19,18.378947368421056,2025-11-27 06:54:04.066046
444398125,2186671584,1346358302,Ngõ 9 Hoàng Đạo Thúy,9,7,4.628571428571429,2025-11-27 06:54:04.299078
444501629,2291073251,954885541,Đường Lê Văn Lương,18,5,12.96,2025-11-27 06:54:04.524095
444501629,2186671586,37871458,Phố Hoàng Đạo Thúy,74,16,16.650000000000002,2025-11-27 06:54:04.693826
444501637,6648227221,198254217,Cầu vượt Láng Hạ - Lê Văn Lương,26,9,10.4,2025-11-27 06:54:04.873015
444501637,6650982901,"[875229049, 707829404]",Đường Lê Văn Lương,171,32,19.2375,2025-11-27 06:54:05.138031
444874857,444875374,707844071,Phố Láng Hạ,17,9,6.8,2025-11-27 06:54:05.312347
444874857,6651770210,38135679,Đường Láng,360,52,24.923076923076923,2025-11-27 06:54:05.477738
444874859,6650810650,707812017,,674,112,21.664285714285715,2025-11-27 06:54:05.651946
444874859,5710565212,709291888,Phố Láng Hạ,133,18,26.6,2025-11-27 06:54:05.881235
444875109,448838032,707844070,Phố Láng Hạ,18,4,16.2,2025-11-27 06:54:06.056426
444875109,5709996125,59150924,Đường Láng,441,128,12.403125000000001,2025-11-27 06:54:06.299369
444875130,1613087628,707866680,,20,5,14.4,2025-11-27 06:54:06.567521
444875130,1758170763,1297912942,Phố Láng Hạ,31,4,27.900000000000002,2025-11-27 06:54:06.742351
444875374,444875109,707457429,Đường Láng,33,11,10.8,2025-11-27 06:54:06.927584
444875374,283139229,"[37906072, 1112821649, 883126629]","['Đường Lê Văn Lương', 'Cầu Hòa Mục']",73,16,16.425,2025-11-27 06:54:07.106273
444875375,283139229,1411417355,Đường Nguyễn Ngọc Vũ,20,10,7.2,2025-11-27 06:54:07.285438
444875375,444875109,"[37906073, 1112821650, 883126630]","['Đường Lê Văn Lương', 'Cầu Hòa Mục']",71,30,8.52,2025-11-27 06:54:07.404022
444875375,2188036136,1379014183,Đường Nguyễn Ngọc Vũ,671,141,17.131914893617022,2025-11-27 06:54:07.586678
445970096,2050902830,194581844,,15,5,10.8,2025-11-27 06:54:07.777959
445970096,8823455180,"[708995000, 621977218]",Phố Hào Nam,88,19,16.673684210526318,2025-11-27 06:54:07.963872
445970127,2050902827,194581846,,13,5,9.360000000000001,2025-11-27 06:54:08.189991
445970127,2050902832,621977218,Phố Hào Nam,119,15,28.560000000000002,2025-11-27 06:54:08.425516
445970799,1884776799,178099297,,619,211,10.561137440758294,2025-11-27 06:54:08.603352
445970799,2291064328,"[882269316, 1262818189]",Phố Nguyễn Lương Bằng,101,45,8.08,2025-11-27 06:54:08.773906
446030797,2176926218,709017802,Phố Thái Hà,26,7,13.371428571428572,2025-11-27 06:54:08.888380
446030797,2174649904,"[709017800, 1266449984, 946867355]",Phố Hoàng Cầu,579,98,21.26938775510204,2025-11-27 06:54:09.065551
446030797,106111364,"[711362080, 711362081, 709017803, 711368897]",Phố Thái Hà,238,45,19.04,2025-11-27 06:54:09.252433
448838032,444874857,709258512,Đường Láng,19,4,17.1,2025-11-27 06:54:09.433504
448838032,2175126932,707472314,Phố Láng Hạ,50,11,16.363636363636367,2025-11-27 06:54:09.606642
634709500,1613087622,601455439,Phố Huỳnh Thúc Kháng,1489,450,11.911999999999999,2025-11-27 06:54:09.785908
634709500,6650876740,707820644,Phố Huỳnh Thúc Kháng,104,69,5.42608695652174,2025-11-27 06:54:09.971865
733429120,98041851,962005180,Đường Nguyễn Chí Thanh,17,6,10.200000000000001,2025-11-27 06:54:10.161211
733429120,6651770209,"[711138888, 707457431, 711138887]",Đường Láng,433,43,36.25116279069768,2025-11-27 06:54:10.335322
1104490487,319490613,219978235,,18,6,10.8,2025-11-27 06:54:10.454059
1104490487,12357580642,710307672,Phố Xã Đàn,1077,192,20.19375,2025-11-27 06:54:10.689253
1219243636,1220930858,601860674,,18,5,12.96,2025-11-27 06:54:10.870229
1219243636,1881928280,116432665,Phố Dương Đình Nghệ,42,7,21.6,2025-11-27 06:54:11.090076
1219243660,12872373346,1408711812,Phố Dương Đình Nghệ,41,14,10.542857142857143,2025-11-27 06:54:11.280406
1220930858,1221053112,1241605198,Phố Dương Đình Nghệ,14,8,6.3,2025-11-27 06:54:11.501704
1220930858,10203920325,1432239243,Phố Phạm Văn Bạch,45,7,23.142857142857146,2025-11-27 06:54:11.663863
1220930867,12872373345,709788192,Phố Dương Đình Nghệ,46,9,18.4,2025-11-27 06:54:11.831387
1221053112,1748294231,601860675,,18,4,16.2,2025-11-27 06:54:12.056496
1221053112,1881928008,709788190,Phố Dương Đình Nghệ,43,7,22.114285714285717,2025-11-27 06:54:12.301211
1221161727,1884747787,945783774,Đường Nguyễn Trãi,30,8,13.5,2025-11-27 06:54:12.485852
1221161727,3779255487,702880303,Đường Khuất Duy Tiến,1544,294,18.90612244897959,2025-11-27 06:54:12.723477
1221161730,4106937190,706445529,Đường Nguyễn Xiển,66,13,18.276923076923076,2025-11-27 06:54:12.953194
1221161730,1221161727,709354466,Đường Nguyễn Trãi,52,32,5.8500000000000005,2025-11-27 06:54:13.078436
1312645244,1691398148,704705860,Đường Phạm Hùng,13,6,7.8,2025-11-27 06:54:13.265623
1312645244,12375164798,1271090830,Phố Tôn Thất Thuyết,11,2,19.8,2025-11-27 06:54:13.429640
1312650077,1838584736,1000435074,Đường Phạm Hùng,19,7,9.771428571428572,2025-11-27 06:54:13.600977
1312650077,1879088108,704001087,Đường Mễ Trì,926,159,20.966037735849056,2025-11-27 06:54:13.842661
1312650079,1887751321,703997645,Đường Phạm Hùng,20,5,14.4,2025-11-27 06:54:14.083987
1312650079,2185731477,705794900,Phố Dương Đình Nghệ,59,9,23.6,2025-11-27 06:54:14.325148
1314185585,4539132165,"[684891840, 600520775, 600520776, 600520779, 457838763]","['Đại lộ Thăng Long', 'Hầm chui Trung Hòa']",1260,426,10.647887323943662,2025-11-27 06:54:14.495055
1314185648,4539132165,702572984,Đường Trần Duy Hưng,211,41,18.526829268292683,2025-11-27 06:54:14.673508
1314185653,2326674288,962493734,Đường Phạm Hùng,12,1,43.2,2025-11-27 06:54:14.862959
1314185677,1314191420,457903299,,1148,273,15.13846153846154,2025-11-27 06:54:15.055082
1314185677,6621357112,"[705508332, 705508333, 705508334]",Đường Phạm Hùng,1163,237,17.665822784810125,2025-11-27 06:54:15.222942
1314191398,106070559,502634846,,4037,651,22.324423963133643,2025-11-27 06:54:15.443508
1314191405,5707122750,457757032,Phố Miếu Đầm,3871,625,22.296960000000002,2025-11-27 06:54:15.613854
1314191405,4538571818,"[710333730, 710333731, 684695014]",Đại lộ Thăng Long,67,6,40.199999999999996,2025-11-27 06:54:15.792659
1314191414,436383687,705485362,Đường Khuất Duy Tiến,34,6,20.400000000000002,2025-11-27 06:54:15.965166
1314191415,1314191414,"[116610217, 704994515]",,163,95,6.176842105263158,2025-11-27 06:54:16.214173
1314191415,4539674875,711088047,Đại lộ Thăng Long,81,81,3.6,2025-11-27 06:54:16.450183
1314191417,4930438606,116610214,Đại lộ Thăng Long,154,14,39.6,2025-11-27 06:54:16.619909
1314191420,4539674875,675481681,Đường Khuất Duy Tiến,107,61,6.314754098360655,2025-11-27 06:54:16.802408
1314191420,5709923602,1010846169,Đại lộ Thăng Long,417,159,9.441509433962265,2025-11-27 06:54:16.951549
1314191436,6621426601,704994517,Đường Khuất Duy Tiến,33,13,9.138461538461538,2025-11-27 06:54:17.174605
1314191436,5709923601,116610218,,176,27,23.466666666666665,2025-11-27 06:54:17.390382
1314203096,2053894358,37734136,Phố Giảng Võ,237,39,21.876923076923077,2025-11-27 06:54:17.623996
1314203102,308728680,707341164,Đường La Thành,615,120,18.45,2025-11-27 06:54:17.737506
1314203102,1314203096,1240127119,Phố Giảng Võ,52,12,15.6,2025-11-27 06:54:17.864632
1314209691,1495020912,708614256,Phố Chùa Bộc,979,263,13.400760456273765,2025-11-27 06:54:18.048671
1314209691,6405794494,1210949543,,82,38,7.768421052631579,2025-11-27 06:54:18.222658
1314209698,1884765802,686156627,Phố Phạm Ngọc Thạch,18,4,16.2,2025-11-27 06:54:18.397141
1314209698,11014094288,1186000755,Phố Chùa Bộc,40,7,20.571428571428573,2025-11-27 06:54:18.622941
1314209699,11950483417,219977622,Phố Tây Sơn,31,4,27.900000000000002,2025-11-27 06:54:18.855026
1314209699,1884765806,708573722,,881,213,14.890140845070423,2025-11-27 06:54:19.080396
1314209716,6677895172,"[136161769, 709356405]",Phố Tây Sơn,224,28,28.8,2025-11-27 06:54:19.262587
1314209716,1887748894,"[616838545, 136161379, 709356407]",Cầu vượt Ngã Tư Sở,968,252,13.82857142857143,2025-11-27 06:54:19.489973
1314209717,6659134174,"[1012665674, 875229039]",Phố Tây Sơn,105,14,27.0,2025-11-27 06:54:19.739355
1475295085,1475295086,704959985,,48,6,28.8,2025-11-27 06:54:19.894542
1475295085,1312645244,"[1337871557, 703521533, 703521534]",Đường Phạm Hùng,404,271,5.366789667896679,2025-11-27 06:54:20.068782
1475295086,1475295085,704959985,,2311,381,21.836220472440946,2025-11-27 06:54:20.185429
1475295086,1879091756,"[954882994, 704964051, 703986437, 898262239]",Đường Phạm Hùng,771,77,36.04675324675325,2025-11-27 06:54:20.413224
1494041345,6677895176,1233979452,Đường Trường Chinh,28,7,14.4,2025-11-27 06:54:20.651919
1494041345,4004297090,"[1447195328, 709673459, 708658348, 709673462]","['Đường Trường Chinh', 'Đường Nguyễn Trãi']",103,68,5.452941176470588,2025-11-27 06:54:20.766025
1494041351,1494041366,136161771,Đường Láng,184,24,27.6,2025-11-27 06:54:20.943500
1494041352,1494041374,136161770,Phố Tây Sơn,234,36,23.400000000000002,2025-11-27 06:54:21.118798
1494041366,1878932244,1012665675,,552,128,15.525,2025-11-27 06:54:21.297347
1494041366,6670444530,"[709678322, 709678324, 35977789]",Đường Láng,267,67,14.346268656716418,2025-11-27 06:54:21.462345
1494041374,1758633098,"[946030656, 708658353, 684766065, 1204912790]",Phố Tây Sơn,389,102,13.729411764705883,2025-11-27 06:54:21.703710
1495020912,1758631175,708573721,,25,6,15.000000000000002,2025-11-27 06:54:21.934253
1495020912,6688503842,1333363797,Phố Tây Sơn,28,6,16.8,2025-11-27 06:54:22.109531
1495022225,634709500,601455441,Phố Huỳnh Thúc Kháng,23,8,10.35,2025-11-27 06:54:22.344686
1495023340,1314209691,"[708576344, 1185723930, 708576347, 708581285]",Phố Chùa Bộc,538,102,18.988235294117647,2025-11-27 06:54:22.569284
1495025257,6648096525,707450929,Cầu Vượt Láng Hạ - Huỳnh Thúc Kháng,31,4,27.900000000000002,2025-11-27 06:54:22.805863
1495025257,6650810650,"[707812018, 707087637]",Phố Láng Hạ,134,27,17.866666666666667,2025-11-27 06:54:22.995403
1495030950,1495030951,600518182,,54,11,17.672727272727272,2025-11-27 06:54:23.226552
1495030950,427847910,1242935511,Đường Trần Duy Hưng,37,19,7.010526315789474,2025-11-27 06:54:23.343710
1495030951,317366886,"[1071601648, 953158817, 956542159]",Phố Hoàng Đạo Thúy,733,224,11.780357142857142,2025-11-27 06:54:23.459146
1497544719,428673752,710298223,Phố Xã Đàn,36,28,4.628571428571429,2025-11-27 06:54:23.657343
1497544719,1904353550,882269315,Phố Nguyễn Lương Bằng,56,24,8.4,2025-11-27 06:54:23.834398
1497544736,5707161153,954341840,Phố Tôn Đức Thắng,26,5,18.720000000000002,2025-11-27 06:54:24.068910
1497544736,5707161151,600037935,Phố Khâm Thiên,100,26,13.846153846153847,2025-11-27 06:54:24.246035
1497544738,5707161163,178099621,Phố Tôn Đức Thắng,21,5,15.120000000000001,2025-11-27 06:54:24.496142
1497544749,5706891499,506383096,Phố Tôn Đức Thắng,113,19,21.410526315789475,2025-11-27 06:54:24.739283
1497544764,9980229913,1177224827,,191,32,21.4875,2025-11-27 06:54:24.911924
1497544764,5706896622,1242184418,Phố Tôn Đức Thắng,84,11,27.490909090909092,2025-11-27 06:54:25.148125
1497544796,7301485388,782030755,,809,124,23.48709677419355,2025-11-27 06:54:25.384359
1497544796,5704011299,1317516877,Phố Tôn Đức Thắng,1249,198,22.70909090909091,2025-11-27 06:54:25.619103
1497544796,1497544764,599146734,Phố Tôn Đức Thắng,307,37,29.870270270270268,2025-11-27 06:54:25.744694
1498038039,420457653,705171520,,128,59,7.810169491525424,2025-11-27 06:54:25.925521
1498111685,10180671333,701436154,Đường Nguyễn Chí Thanh,15,4,13.5,2025-11-27 06:54:26.113147
1498111685,5716649671,701436155,,46,10,16.56,2025-11-27 06:54:26.288216
1613087620,444875130,707812014,Phố Láng Hạ,13,3,15.6,2025-11-27 06:54:26.514647
1613087620,5716616005,707066368,Phố Thái Hà,61,13,16.892307692307693,2025-11-27 06:54:26.757675
1613087622,1613087620,707866679,,718,129,20.037209302325582,2025-11-27 06:54:26.936323
1613087622,444874859,1242935514,Phố Láng Hạ,20,3,24.0,2025-11-27 06:54:27.120113
1613087628,1613087622,737520304,Phố Láng Hạ,17,5,12.24,2025-11-27 06:54:27.293032
1613087628,1495022225,601455441,Phố Huỳnh Thúc Kháng,46,10,16.56,2025-11-27 06:54:27.404906
1691398148,1881927756,704705861,,1431,373,13.811260053619304,2025-11-27 06:54:27.632536
1692627215,6631796343,705792285,,271,41,23.79512195121951,2025-11-27 06:54:27.795150
1692627215,1919720738,1131469490,Phố Trần Thái Tông,33,4,29.7,2025-11-27 06:54:27.954964
1699561405,1849738362,174291498,,37,23,5.791304347826087,2025-11-27 06:54:28.213823
1699561405,5716544649,"[704031049, 704984906, 704990514, 704990515, 704990516]",Đường Phạm Hùng,7205,1219,21.278096800656275,2025-11-27 06:54:28.444651
1748294231,1219243636,116432665,Phố Dương Đình Nghệ,14,6,8.4,2025-11-27 06:54:28.629691
1748294231,10203920328,709788194,Phố Trung Kính,47,7,24.17142857142857,2025-11-27 06:54:28.790395
1748294250,1748294257,1432239246,Phố Hoàng Quán Chi,14,6,8.4,2025-11-27 06:54:28.950250
1748294250,10203920324,1432239245,Phố Phạm Văn Bạch,129,29,16.013793103448275,2025-11-27 06:54:29.119190
1748294257,1748294250,1432239246,Phố Hoàng Quán Chi,14,5,10.08,2025-11-27 06:54:29.237941
1748294257,1919751060,106042137,Phố Phạm Văn Bạch,306,56,19.67142857142857,2025-11-27 06:54:29.468406
1748294274,5710673974,601999040,Đường Nguyễn Khang,595,152,14.092105263157894,2025-11-27 06:54:29.643886
1748294274,10542328776,"[601999040, 954882993, 1287978626]",Đường Nguyễn Khang,48,29,5.958620689655173,2025-11-27 06:54:29.901080
1758170763,12024836052,"[707087634, 1417471101]",Phố Láng Hạ,109,15,26.16,2025-11-27 06:54:30.144708
1758170772,6648096523,707450925,Phố Láng Hạ,14,5,10.08,2025-11-27 06:54:30.336985
1758170772,1495022225,164155833,,91,36,9.1,2025-11-27 06:54:30.522906
1758629824,5683792676,596721704,Phố Chùa Bộc,13,3,15.6,2025-11-27 06:54:30.701999
1758631175,1314209699,711404120,Phố Tây Sơn,17,4,15.3,2025-11-27 06:54:30.822797
1758631175,1884769979,707072725,Phố Thái Hà,40,7,20.571428571428573,2025-11-27 06:54:31.010483
1758633098,1758633108,164211344,Phố Tây Sơn,23,4,20.7,2025-11-27 06:54:31.183643
1758633098,81805393,946030657,Phố Tây Sơn,1507,287,18.90313588850174,2025-11-27 06:54:31.307354
1758633108,6659134174,164211341,Phố Tây Sơn,26,2,46.800000000000004,2025-11-27 06:54:31.427409
1758633108,1758633112,164211345,Cầu vượt Tây Sơn,511,85,21.642352941176473,2025-11-27 06:54:31.617856
1758633112,6659134172,164211342,Phố Tây Sơn,1171,226,18.653097345132746,2025-11-27 06:54:31.799591
1758633112,1758633108,164211345,Cầu vượt Tây Sơn,254,30,30.48,2025-11-27 06:54:31.936916
1758651218,6610574244,"[704007645, 704007647]","['Phố Khương Trung', 'Phố Vũ Tông Phan']",101,19,19.13684210526316,2025-11-27 06:54:32.184228
1758651218,6606566485,"[704029589, 704029590]",Phố Vũ Tông Phan,538,79,24.51645569620253,2025-11-27 06:54:32.402931
1838584736,1312650079,592761909,,49,11,16.036363636363635,2025-11-27 06:54:32.519417
1838584736,1879088105,962493746,Đường Phạm Hùng,80,16,18.0,2025-11-27 06:54:32.743737
1849738362,1699561405,174291498,,37,35,3.805714285714286,2025-11-27 06:54:32.925243
1849738362,5898769297,"[705790144, 703992425, 704013518]",Đường Phạm Hùng,615,60,36.9,2025-11-27 06:54:33.146499
1878921396,6659072489,961861921,Đường Nguyễn Trãi,5,5,3.6,2025-11-27 06:54:33.322022
1878921403,5686426699,848915391,Đường Trường Chinh,479,56,30.792857142857144,2025-11-27 06:54:33.492951
1878921403,5686426699,"[1012665677, 774597879]",Đường Trường Chinh,479,56,30.792857142857144,2025-11-27 06:54:33.682725
1878921405,1878921403,709673461,Đường Trường Chinh,106,24,15.900000000000002,2025-11-27 06:54:33.918149
1878932244,1494041366,1012665675,,25,7,12.857142857142858,2025-11-27 06:54:34.110180
1878932244,420460217,35972593,Đường Láng,184,43,15.404651162790696,2025-11-27 06:54:34.225143
1879088105,1879091755,948123041,Đường Phạm Hùng,114,15,27.36,2025-11-27 06:54:34.455155
1879088106,1879088105,177465696,,113,18,22.6,2025-11-27 06:54:34.679297
1879088106,1838584736,704004156,Đường Mễ Trì,692,208,11.976923076923077,2025-11-27 06:54:34.811877
1879088107,1879088108,177465698,,106,14,27.257142857142856,2025-11-27 06:54:35.027682
1879088107,1312650077,951694405,Đường Phạm Hùng,79,60,4.74,2025-11-27 06:54:35.209083
1879088108,13322115743,"[116432666, 951694406]",Đường Mễ Trì,291,26,40.29230769230769,2025-11-27 06:54:35.369799
1879091753,1879091756,177467457,,54,15,12.96,2025-11-27 06:54:35.532216
1879091753,1475295085,"[704964049, 704964050, 703992427]",Đường Phạm Hùng,743,73,36.64109589041096,2025-11-27 06:54:35.653664
1879091755,5898769297,624668558,,572,141,14.604255319148937,2025-11-27 06:54:35.778829
1879091755,1699561405,"[704984904, 704984905, 703986436]",Đường Phạm Hùng,612,87,25.324137931034482,2025-11-27 06:54:35.895239
1879091756,1879091753,177467457,,798,226,12.711504424778761,2025-11-27 06:54:36.079044
1879091756,1879088107,1240663517,Đường Phạm Hùng,91,14,23.400000000000002,2025-11-27 06:54:36.190677
1881927756,2302166519,703519573,Đường Phạm Hùng,16,6,9.6,2025-11-27 06:54:36.342713
1881927756,12375164794,703521538,Phố Nguyễn Hoàng,12,2,21.6,2025-11-27 06:54:36.505816
1881927757,1881928008,1115710781,,130,65,7.2,2025-11-27 06:54:36.671680
1881927757,1881927759,177776801,,91,45,7.28,2025-11-27 06:54:36.888758
1881927757,1748294231,1284835492,Phố Dương Đình Nghệ,41,37,3.9891891891891893,2025-11-27 06:54:37.069829
